Team,Player,Transaction,Date
 Atlanta,Marvin Hall (WR),Activated WR Marvin Hall from the practice squad.,12/25/2021
 Baltimore,Kenji Bahar (QB),Activated QB Kenji Bahar from the practice squad.,12/25/2021
 Baltimore,Kenji Bahar (QB),Added QB Kenji Bahar to the practice squad.,12/25/2021
 Baltimore,Daelin Hayes (DE),Activated LB Daelin Hayes from the IR/Designated for return list.,12/25/2021
 Baltimore,Justice Hill (RB),Placed RB Justice Hill on IR/COVID-19 list.,12/25/2021
 Baltimore,Tyler Huntley (QB),Placed QB Tyler Huntley on IR/COVID-19 list.,12/25/2021
 Baltimore,Robert Jackson (CB),Activated DB Robert Jackson from the practice squad.,12/25/2021
 Baltimore,Tony Jefferson (DB),Activated DB Tony Jefferson from the practice squad.,12/25/2021
 Baltimore,Jaryd Jones-Smith (G),Activated T Jaryd Jones-Smith from the practice squad.,12/25/2021
 Baltimore,Isaiah Mack (NT),Activated NT Isaiah Mack from the practice squad.,12/25/2021
 Baltimore,Reggie McKenzie (G),Activated G Reggie McKenzie from the practice squad.,12/25/2021
 Baltimore,James Murray (C),Removed C James Murray from the practice squad.,12/25/2021
 Baltimore,Tony Poljan (TE),Activated TE Tony Poljan from the practice squad.,12/25/2021
 Baltimore,Jordan Richards (S),Activated DB Jordan Richards from the practice squad.,12/25/2021
 Baltimore,Joe Thomas (LB),Activated LB Joe Thomas from the practice squad.,12/25/2021
 Baltimore,Sammy Watkins (WR),Activated WR Sammy Watkins from the IR/COVID-19 list.,12/25/2021
 Baltimore,Daryl Worley (DB),Activated DB Daryl Worley from the practice squad.,12/25/2021
 Buffalo,Eli Ankou (DT),Activated DT Eli Ankou from the practice squad.,12/25/2021
 Buffalo,Dion Dawkins (T),Activated T Dion Dawkins from the IR/COVID-19 list.,12/25/2021
 Carolina,Reggie Bonnafon (RB),Activated RB Reggie Bonnafon from the practice squad.,12/25/2021
 Carolina,Derrick Brown (DT),Activated DT Derrick Brown from the IR/COVID-19 list.,12/25/2021
 Carolina,Sam Darnold (QB),Activated QB Sam Darnold from the IR/Designated for return list.,12/25/2021
 Carolina,Madre Harper (CB),Activated DB Madre Harper from the practice squad.,12/25/2021
 Carolina,Frank Herron (DE),Activated DT Frank Herron from the practice squad.,12/25/2021
 Carolina,Mike Horton (G),Activated G Mike Horton from the practice squad.,12/25/2021
 Carolina,Rashaan Melvin (CB),Placed DB Rashaan Melvin on IR/COVID-19 list.,12/25/2021
 Carolina,Stephen Sullivan (TE),Activated TE Stephen Sullivan from the practice squad.,12/25/2021
 Chicago,Ledarius Mack (LB),Activated DE Ledarius Mack from the practice squad.,12/25/2021
 Chicago,Dazz Newsome (WR),Activated WR Dazz Newsome from the practice squad.,12/25/2021
 Chicago,Duke Shelley (DB),Activated DB Duke Shelley from the IR/Designated for return list.,12/25/2021
 Chicago,Dee Virgin (DB),Activated DB Dee Virgin from the practice squad.,12/25/2021
 Chicago,Nsimba Webster (WR),Activated WR Nsimba Webster from the practice squad.,12/25/2021
 Chicago,Ryan Willis (QB),Activated QB Ryan Willis from the practice squad.,12/25/2021
 Cincinnati,Chidobe Awuzie (CB),Activated DB Chidobe Awuzie from the IR/COVID-19 list.,12/25/2021
 Cincinnati,Austin Calitro (LB),Activated LB Austin Calitro from the practice squad.,12/25/2021
 Cincinnati,Mike Daniels (DT),Activated DT Mike Daniels from the practice squad.,12/25/2021
 Cincinnati,Wyatt Ray (LB),Placed DE Wyatt Ray on IR/COVID-19 list.,12/25/2021
 Cincinnati,D.J. Reader (DT),Placed NT D.J. Reader on IR/COVID-19 list.,12/25/2021
 Cincinnati,Noah Spence (DE),Activated DE Noah Spence from the practice squad.,12/25/2021
 Cincinnati,Trent Taylor (WR),Activated WR Trent Taylor from the practice squad.,12/25/2021
 Dallas,Kyron Brown (DB),Activated DB Kyron Brown from the practice squad.,12/25/2021
 Dallas,Maurice Canady (CB),Activated DB Maurice Canady from the IR/Designated for return list.,12/25/2021
 Dallas,Maurice Canady (CB),Placed DB Maurice Canady on IR/Designated for Return list.,12/25/2021
 Dallas,Darian Thompson (S),Activated DB Darian Thompson from the practice squad.,12/25/2021
 Dallas,Donovan Wilson (S),Activated DB Donovan Wilson from the practice squad.,12/25/2021
 Denver,Quinn Bailey (T),Activated T Quinn Bailey from the practice squad.,12/25/2021
 Detroit,Tavante Beckett (LB),Activated LB Tavante Beckett from the practice squad.,12/25/2021
 Detroit,Curtis Bolton (LB),Activated LB Curtis Bolton from the practice squad.,12/25/2021
 Detroit,Amani Oruwariye (CB),Placed DB Amani Oruwariye on IR.,12/25/2021
 Detroit,Shane Zylstra (TE),Activated TE Shane Zylstra from the practice squad.,12/25/2021
 Houston,Danny Amendola (WR),Activated WR Danny Amendola from the IR/Designated for return list.,12/25/2021
 Houston,Terrence Brooks (DB),Activated DB Terrence Brooks from the IR/COVID-19 list.,12/25/2021
 Houston,Jalen Camp (WR),Activated WR Jalen Camp from the practice squad.,12/25/2021
 Houston,Michael Dwumfour (DL),Activated DT Michael Dwumfour from the practice squad.,12/25/2021
 Houston,Dominik Eberle (K),Activated K Dominik Eberle from the practice squad.,12/25/2021
 Houston,Jake Eldrenkamp (OL),Activated G Jake Eldrenkamp from the practice squad.,12/25/2021
 Houston,Carson Green (OL),Activated T Carson Green from the practice squad.,12/25/2021
 Houston,Demone Harris (DE),Activated DE Demone Harris from the practice squad.,12/25/2021
 Houston,Christian Kirksey (LB),Activated LB Christian Kirksey from the IR/COVID-19 list.,12/25/2021
 Houston,Jacob Martin (DL),Activated DE Jacob Martin from the IR/COVID-19 list.,12/25/2021
 Houston,Justin McCray (OL),Activated G Justin McCray from the IR/COVID-19 list.,12/25/2021
 Houston,Terrance Mitchell (DB),Activated DB Terrance Mitchell from the IR/COVID-19 list.,12/25/2021
 Houston,Paul Quessenberry (TE),Activated TE Paul Quessenberry from the practice squad.,12/25/2021
 Houston,Jaylen Samuels (RB),Activated RB Jaylen Samuels from the practice squad.,12/25/2021
 Houston,Jordan Steckler (OL),Activated T Jordan Steckler from the practice squad.,12/25/2021
 Houston,Connor Strachan (LB),Activated LB Connor Strachan from the practice squad.,12/25/2021
 Houston,DeMarcus Walker (DL),Activated DE DeMarcus Walker from the IR/Designated for return list.,12/25/2021
 Houston,Josh Watson (LB),Activated LB Josh Watson from the practice squad.,12/25/2021
 Indianapolis,Anthony Chesley (CB),Activated DB Anthony Chesley from the practice squad.,12/25/2021
 Indianapolis,Keke Coutee (WR),Activated WR Keke Coutee from the practice squad.,12/25/2021
 Indianapolis,Darius Leonard (LB),Placed LB Darius Leonard on IR/COVID-19 list.,12/25/2021
 Indianapolis,Carter O'Donnell (T),Activated T Carter O'Donnell from the practice squad.,12/25/2021
 Indianapolis,Zach Pascal (WR),Placed WR Zach Pascal on IR/COVID-19 list.,12/25/2021
 Indianapolis,Brian Poole (CB),Activated DB Brian Poole from the practice squad.,12/25/2021
 Indianapolis,Will Redmond (S),Activated DB Will Redmond from the practice squad.,12/25/2021
 Indianapolis,Chris Williams (DT),Activated DT Chris Williams from the practice squad.,12/25/2021
 Indianapolis,Khari Willis (S),Placed DB Khari Willis on IR/COVID-19 list.,12/25/2021
 Jacksonville,Nathan Cottrell (RB),Activated RB Nathan Cottrell from the practice squad.,12/25/2021
 Jacksonville,Josh Hammond (WR),Activated WR Josh Hammond from the practice squad.,12/25/2021
 Jacksonville,Brandon Rusnak (CB),Activated DB Brandon Rusnak from the practice squad.,12/25/2021
 Jacksonville,Jordan Smith (LB),Placed LB Jordan Smith on IR/COVID-19 list.,12/25/2021
 Kansas City,Nick Bolton (LB),Activated LB Nick Bolton from the IR/COVID-19 list.,12/25/2021
 Kansas City,Dicaprio Bootle (DB),Activated DB Dicaprio Bootle from the practice squad.,12/25/2021
 Kansas City,Nakia Griffin-Stewart (TE),Activated TE Nakia Griffin-Stewart from the practice squad.,12/25/2021
 Kansas City,Tyreek Hill (WR),Activated WR Tyreek Hill from the IR/COVID-19 list.,12/25/2021
 Kansas City,Josh Jackson (CB),Activated DB Josh Jackson from the practice squad.,12/25/2021
 Kansas City,Travis Kelce (TE),Activated TE Travis Kelce from the IR/COVID-19 list.,12/25/2021
 Kansas City,Lucas Niang (T),Activated T Lucas Niang from the IR/COVID-19 list.,12/25/2021
 Kansas City,Johnny Townsend (P),Activated P Johnny Townsend from the practice squad.,12/25/2021
 L.A. Chargers,Michael Bandy (WR),Activated WR Michael Bandy from the practice squad.,12/25/2021
 L.A. Chargers,Darius Bradwell (RB),Activated RB Darius Bradwell from the practice squad.,12/25/2021
 L.A. Chargers,Andrew Brown (DT),Activated NT Andrew Brown from the practice squad.,12/25/2021
 L.A. Chargers,Ben DeLuca (DB),Activated DB Ben DeLuca from the practice squad.,12/25/2021
 L.A. Chargers,Emeke Egbule (LB),Activated LB Emeke Egbule from the practice squad.,12/25/2021
 L.A. Chargers,Maurice Ffrench (WR),Activated WR Maurice Ffrench from the practice squad.,12/25/2021
 L.A. Chargers,Forrest Merrill (DL),Activated DT Forrest Merrill from the practice squad.,12/25/2021
 L.A. Chargers,Jason Moore (WR),Activated WR Jason Moore from the practice squad.,12/25/2021
 L.A. Chargers,Donald Parham Jr. (TE),Placed TE Donald Parham Jr. on IR.,12/25/2021
 L.A. Chargers,Mike Williams (WR),Placed WR Mike Williams on IR/COVID-19 list.,12/25/2021
 L.A. Rams,Cam Akers (RB),Activated RB Cam Akers from the non-football injury list.,12/25/2021
 L.A. Rams,Grant Haley (DB),Activated DB Grant Haley from the practice squad.,12/25/2021
 L.A. Rams,Buddy Howell (RB),Activated RB Buddy Howell from the IR/Designated for return list.,12/25/2021
 L.A. Rams,Jamir Jones (LB),Waived LB Jamir Jones.,12/25/2021
 L.A. Rams,Brandon Powell (WR),Activated WR Brandon Powell from the practice squad.,12/25/2021
 L.A. Rams,Mekhi Sargent (RB),Waived RB Mekhi Sargent.,12/25/2021
 L.A. Rams,Andrew Whitworth (OL),Placed T Andrew Whitworth on IR/COVID-19 list.,12/25/2021
 Las Vegas,Johnathan Abram (S),Placed DB Johnathan Abram on IR.,12/25/2021
 Las Vegas,Lester Cotton Sr. (G),Activated G Lester Cotton Sr. from the practice squad.,12/25/2021
 Las Vegas,Kavon Frazier (DB),Activated DB Kavon Frazier from the practice squad.,12/25/2021
 Las Vegas,Tyree Gillespie (S),Activated DB Tyree Gillespie from the IR/Designated for return list.,12/25/2021
 Las Vegas,Nate Hobbs (CB),Activated DB Nate Hobbs from the IR/COVID-19 list.,12/25/2021
 Las Vegas,Tyron Johnson (WR),Activated WR Tyron Johnson from the practice squad.,12/25/2021
 Las Vegas,Damion Square (NT),Activated NT Damion Square from the practice squad.,12/25/2021
 N.Y. Giants,Cam Brown (LB),Activated LB Cam Brown from the IR/COVID-19 list.,12/25/2021
 N.Y. Giants,Omari Cobb (LB),Removed LB Omari Cobb from the practice squad.,12/25/2021
 N.Y. Giants,Darqueze Dennard (CB),Activated DB Darqueze Dennard from the practice squad.,12/25/2021
 N.Y. Giants,David Moa (DT),Activated DT David Moa from the practice squad.,12/25/2021
 N.Y. Giants,Aaron Robinson (CB),Activated DB Aaron Robinson from the IR/COVID-19 list.,12/25/2021
 N.Y. Giants,Danny Shelton (DT),Placed DT Danny Shelton on IR/COVID-19 list.,12/25/2021
 N.Y. Giants,David Sills V (WR),Activated WR David Sills V from the practice squad.,12/25/2021
 N.Y. Giants,Nate Solder (T),Placed T Nate Solder on IR/COVID-19 list.,12/25/2021
 N.Y. Giants,Isaiah Wilson (T),Activated T Isaiah Wilson from the practice squad.,12/25/2021
 N.Y. Jets,Elijah Benton (DB),Activated DB Elijah Benton from the practice squad.,12/25/2021
 N.Y. Jets,Ronald Blair III (DL),Activated DE Ronald Blair III from the practice squad.,12/25/2021
 N.Y. Jets,Daniel Brown (TE),Activated TE Daniel Brown from the practice squad.,12/25/2021
 N.Y. Jets,D.J. Montgomery (WR),Activated WR D.J. Montgomery from the practice squad.,12/25/2021
 N.Y. Jets,LaRoy Reynolds (LB),Activated LB LaRoy Reynolds from the practice squad.,12/25/2021
 N.Y. Jets,Isaiah Williams (G),Activated G Isaiah Williams from the practice squad.,12/25/2021
 New England,Kendrick Bourne (WR),Activated WR Kendrick Bourne from the IR/COVID-19 list.,12/25/2021
 New England,Daniel Ekuale (DT),Activated DT Daniel Ekuale from the practice squad.,12/25/2021
 New England,D'Angelo Ross (DB),Activated DB D'Angelo Ross from the practice squad.,12/25/2021
 New England,Josh Uche (LB),Activated LB Josh Uche from the IR/Designated for return list.,12/25/2021
 New England,Kristian Wilkerson (WR),Activated WR Kristian Wilkerson from the practice squad.,12/25/2021
 New England,Deatrich Wise Jr. (DL),Placed DE Deatrich Wise Jr. on IR/COVID-19 list.,12/25/2021
 New Orleans,Carl Granderson (DE),Placed DE Carl Granderson on IR/COVID-19 list.,12/25/2021
 Philadelphia,Shaun Bradley (LB),Placed LB Shaun Bradley on IR/COVID-19 list.,12/25/2021
 Philadelphia,Luke Juriga (C),Removed C Luke Juriga from the practice squad.,12/25/2021
 Philadelphia,Jared Mayden (DB),Activated DB Jared Mayden from the practice squad.,12/25/2021
 Philadelphia,Matt McCrane (K),Added K Matt McCrane to the practice squad.,12/25/2021
 Pittsburgh,Rashaad Coward (OL),Activated T Rashaad Coward from the practice squad.,12/25/2021
 Pittsburgh,Trey Edmunds (RB),Activated RB Trey Edmunds from the practice squad.,12/25/2021
 Pittsburgh,J.C. Hassenauer (C),Activated C J.C. Hassenauer from the IR/Designated for return list.,12/25/2021
 Pittsburgh,Cameron Nizialek (P),Activated P Cameron Nizialek from the practice squad.,12/25/2021
 Pittsburgh,Cameron Nizialek (P),Added P Cameron Nizialek to the practice squad.,12/25/2021
 Pittsburgh,John Simon (DB),Activated DE John Simon from the practice squad.,12/25/2021
 Pittsburgh,Corliss Waitman (P),Activated P Corliss Waitman from the practice squad.,12/25/2021
 Seattle,Myles Adams (DT),Activated DT Myles Adams from the practice squad.,12/25/2021
 Seattle,Bless Austin (DB),Placed DB Bless Austin on IR/COVID-19 list.,12/25/2021
 Seattle,Kerry Hyder Jr. (DE),Activated DE Kerry Hyder Jr. from the IR/COVID-19 list.,12/25/2021
 Seattle,Josh Jones (S),Activated DB Josh Jones from the practice squad.,12/25/2021
 Seattle,Tyler Mabry (TE),Activated TE Tyler Mabry from the practice squad.,12/25/2021
 Seattle,Edmond Robinson (LB),Activated LB Edmond Robinson from the practice squad.,12/25/2021
 Seattle,Cody Thompson (WR),Activated WR Cody Thompson from the practice squad.,12/25/2021
 Tampa Bay,Kenjon Barner (RB),Activated DB Kenjon Barner from the practice squad.,12/25/2021
 Tampa Bay,Cyril Grayson (WR),Activated WR Cyril Grayson from the practice squad.,12/25/2021
 Tampa Bay,Sterling Hofrichter (P),Activated P Sterling Hofrichter from the practice squad.,12/25/2021
 Tampa Bay,Benning Potoa'e (DL),Activated DE Benning Potoa'e from the practice squad.,12/25/2021
 Tennessee,Nate Davis (G),Placed G Nate Davis on IR/COVID-19 list.,12/25/2021
 Washington,De'Jon Harris (LB),Activated LB De'Jon Harris from the practice squad.,12/25/2021
 Washington,D.J. Hayden (CB),Activated DB D.J. Hayden from the practice squad.,12/25/2021
 Washington,Jeremy Reaves (DB),Activated DB Jeremy Reaves from the practice squad.,12/25/2021
 Washington,Joey Slye (K),Activated K Joey Slye from the IR/Designated for return list.,12/25/2021
 Washington,Wendell Smallwood (RB),Activated RB Wendell Smallwood from the practice squad.,12/25/2021
 Baltimore,Chuck Clark (S),Activated DB Chuck Clark from the IR/COVID-19 list.,12/24/2021
 Baltimore,Trystan Colon-Castillo (C),Activated C Trystan Colon-Castillo from the IR/COVID-19 list.,12/24/2021
 Buffalo,Gabriel Davis (WR),Placed WR Gabriel Davis on IR/COVID-19 list.,12/24/2021
 Buffalo,Cody Ford (OL),Placed T Cody Ford on IR/COVID-19 list.,12/24/2021
 Buffalo,Jamie Gillan (P),Added P Jamie Gillan to the practice squad.,12/24/2021
 Buffalo,Bobby Hart (T),Activated T Bobby Hart from the practice squad.,12/24/2021
 Buffalo,Isaiah Hodgins (WR),Activated WR Isaiah Hodgins from the practice squad.,12/24/2021
 Buffalo,Austin Proehl (WR),Added WR Austin Proehl to the practice squad.,12/24/2021
 Buffalo,Tre'Davious White (CB),Placed DB Tre'Davious White on IR/COVID-19 list.,12/24/2021
 Chicago,Bilal Nichols (DL),Activated DE Bilal Nichols from the IR/COVID-19 list.,12/24/2021
 Cincinnati,Mike Thomas (WR),Placed WR Mike Thomas on IR/COVID-19 list.,12/24/2021
 Cleveland,Lawrence Cager (WR),Waived WR Lawrence Cager.,12/24/2021
 Cleveland,Adrian Colbert (DB),Activated DB Adrian Colbert from the practice squad.,12/24/2021
 Cleveland,Jordan Elliott (DT),Placed DT Jordan Elliott on IR/COVID-19 list.,12/24/2021
 Cleveland,Miller Forristall (TE),Waived TE Miller Forristall.,12/24/2021
 Cleveland,Hjalte Froholdt (OL),Activated G Hjalte Froholdt from the practice squad.,12/24/2021
 Cleveland,A.J. Green (CB),Activated DB A.J. Green from the IR/COVID-19 list.,12/24/2021
 Cleveland,Joe Jackson (DE),Activated DE Joe Jackson from the practice squad.,12/24/2021
 Cleveland,Case Keenum (QB),Activated QB Case Keenum from the IR/COVID-19 list.,12/24/2021
 Cleveland,Jarvis Landry (WR),Activated WR Jarvis Landry from the IR/COVID-19 list.,12/24/2021
 Cleveland,Baker Mayfield (QB),Activated QB Baker Mayfield from the IR/COVID-19 list.,12/24/2021
 Cleveland,Chase McLaughlin (K),Placed K Chase McLaughlin on IR/COVID-19 list.,12/24/2021
 Cleveland,Herb Miller (CB),Activated DB Herb Miller from the practice squad.,12/24/2021
 Cleveland,Jovante Moffatt (S),Activated DB Jovante Moffatt from the practice squad.,12/24/2021
 Cleveland,Nick Mullens (QB),Activated QB Nick Mullens from the practice squad.,12/24/2021
 Cleveland,Chris Naggar (K),Activated K Chris Naggar from the practice squad.,12/24/2021
 Cleveland,Ifeadi Odenigbo (DE),Activated DE Ifeadi Odenigbo from the IR/COVID-19 list.,12/24/2021
 Cleveland,Ross Travis (TE),Removed TE Ross Travis from the practice squad.,12/24/2021
 Cleveland,Curtis Weaver (DE),Activated DE Curtis Weaver from the practice squad.,12/24/2021
 Dallas,Simi Fehoko (WR),Placed WR Simi Fehoko on IR/COVID-19 list.,12/24/2021
 Dallas,Jourdan Lewis (CB),Placed DB Jourdan Lewis on IR/COVID-19 list.,12/24/2021
 Denver,Javon Patterson (C),Added C Javon Patterson to the practice squad.,12/24/2021
 Denver,Pita Taumoepenu (LB),Added LB Pita Taumoepenu to the practice squad.,12/24/2021
 Green Bay,Chauncey Rivers (LB),Placed LB Chauncey Rivers on IR/COVID-19 list.,12/24/2021
 Green Bay,Ty Summers (LB),Placed LB Ty Summers on IR.,12/24/2021
 Green Bay,Malik Taylor (WR),Placed WR Malik Taylor on IR.,12/24/2021
 Green Bay,Cole Van Lanen (T),Activated G Cole Van Lanen from the practice squad.,12/24/2021
 Indianapolis,Quenton Nelson (C),Placed C Quenton Nelson on IR/COVID-19 list.,12/24/2021
 Jacksonville,Josh Allen (DE),Placed LB Josh Allen on IR/COVID-19 list.,12/24/2021
 Jacksonville,Ben Bartch (OL),Placed T Ben Bartch on IR/COVID-19 list.,12/24/2021
 Jacksonville,Laviska Shenault Jr. (WR),Placed WR Laviska Shenault Jr. on IR/COVID-19 list.,12/24/2021
 Kansas City,Blake Bell (TE),Activated TE Blake Bell from the IR/COVID-19 list.,12/24/2021
 Kansas City,Joseph Charlton (P),Added P Joseph Charlton to the practice squad.,12/24/2021
 Kansas City,Tommy Townsend (P),Placed P Tommy Townsend on IR/COVID-19 list.,12/24/2021
 Kansas City,Johnny Townsend (P),Added P Johnny Townsend to the practice squad.,12/24/2021
 L.A. Chargers,Justin Jones (DT),Placed DT Justin Jones on IR/COVID-19 list.,12/24/2021
 L.A. Rams,Jordan Fuller (S),Activated DB Jordan Fuller from the IR/COVID-19 list.,12/24/2021
 L.A. Rams,Tyler Higbee (TE),Activated TE Tyler Higbee from the IR/COVID-19 list.,12/24/2021
 L.A. Rams,Buddy Howell (RB),Placed RB Buddy Howell on IR/Designated for Return list.,12/24/2021
